index,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
0,,21.2,30.2,0.0,844.0,0.004703905,0.0
1,,21.0,26.95,0.0,560.0,0.0041427272,0.0
2,,21.79,28.05,0.0,594.5,0.004528488,0.0
3,,20.89,28.2,0.0,1427.0,0.00430678,0.0
4,,20.1,30.39,0.0,722.0,0.004421219,0.0
5,,20.5,32.5,14.0,668.625,0.004849843,0.0
6,,22.6,28.7,170.0,630.5,0.0048704008,0.0
7,,21.945,30.5,433.0,804.0,0.0049743857,1.0
8,,20.5,32.79,0.0,653.0,0.0048934594,0.0
9,,19.79,19.29,0.0,443.33334,0.0027455993,0.0
10,,21.566668,28.1,464.0,892.3333,0.0044746436,1.0
11,,22.1,21.77,499.0,924.0,0.0035762996,1.0
12,,21.2,25.39,0.0,470.0,0.003949949,0.0
13,,19.5,27.79,0.0,452.0,0.0038919442,0.0
14,,20.79,29.85,0.0,493.5,0.004532435,0.0
15,,20.89,25.525,0.0,579.3333,0.0038956883,0.0
16,,20.0,35.5,7.0,516.5,0.0051386333,0.0
17,,21.0,24.79,0.0,440.0,0.003808661,0.0
18,,20.0,18.79,0.0,441.0,0.0027093212,0.0
19,,24.2,22.65,248.75,734.25,0.0042290213,0.0
20,,20.89,23.5,0.0,446.5,0.0035848466,0.0
21,,20.856667,25.066668,419.0,624.0,0.0038174207,1.0
22,,20.0,35.5,0.0,541.0,0.0051386333,0.0
23,,21.2,32.4,0.0,526.0,0.005049355,0.0
24,,23.666666,26.066668,746.3333,1109.0,0.0047170953,1.0
25,,21.0,26.696667,0.0,560.0,0.0041035283,0.0
26,,22.2,34.345,433.0,1669.5,0.0056957896,1.0
27,,19.89,18.79,0.0,438.5,0.0026908356,0.0
28,,19.65,19.4725,48.0,452.5,0.0027476004,0.0
29,,19.5,30.6,0.0,437.75,0.0042881933,0.0
30,,22.6,25.7,72.0,553.0,0.0043577333,0.0
31,,20.89,23.1,0.0,452.0,0.0035234822,0.0
32,,20.2,18.89,411.0,459.75,0.002757882,1.0
33,,22.06,28.274,538.0,1190.4,0.0046413303,1.0
34,,21.89,25.7,572.0,585.0,0.004172139,1.0
35,,19.2,31.1,0.0,436.0,0.0042775455,0.0
36,,20.5,22.39,0.0,434.0,0.0033330845,0.0
37,,20.7225,20.245,14.0,436.75,0.0030540328,0.0
38,,20.39,32.59,0.0,672.0,0.00483021,0.0
39,,20.89,34.7,68.5,508.75,0.005307949,0.0
40,,22.7,31.2,433.0,1352.0,0.0053307973,1.0
41,,19.89,19.0,0.0,434.0,0.0027210403,0.0
42,,22.29,25.89,447.0,1036.3334,0.0043076524,1.0
43,,20.0,31.39,0.0,592.0,0.004539368,0.0
44,,21.245,32.45,0.0,544.0,0.0050713085,0.0
45,,21.1,30.34,0.0,832.0,0.0046967315,0.0
46,,20.245,20.55,0.0,440.0,0.0030098106,0.0
47,,20.426666,32.626667,0.0,658.0,0.004846733,0.0
48,,20.5,19.65,0.0,431.5,0.0029232777,0.0
49,,23.1,28.2225,532.5,574.0,0.0049372367,1.0
50,,21.0,26.3,0.0,570.0,0.0040421607,0.0
51,,21.15,32.29,0.0,521.5,0.005016528,0.0
52,,22.6,17.2,170.0,446.0,0.0029097172,0.0
53,,21.745,29.7,429.0,930.0,0.0047836504,1.0
54,,19.89,18.945,0.0,439.5,0.0027131294,0.0
55,,20.2,30.5,0.0,720.0,0.0044650743,0.0
56,,21.39,25.7,0.0,490.66666,0.0040456555,0.0
57,,20.79,27.1225,296.0,1467.0,0.00411555,1.0
58,,21.5,27.996666,464.0,858.0,0.0044397847,1.0
59,,20.79,26.1,0.0,1513.75,0.003959409,0.0
60,,19.34,26.05,0.0,468.5,0.0036104952,0.0
61,,22.55,29.4175,464.0,584.0,0.004977879,1.0
62,,22.133333,17.79,87.0,443.66666,0.0029253748,0.0
63,,20.245,18.745,0.0,432.5,0.0027442789,0.0
64,,20.9175,25.125,0.0,559.75,0.0038407948,0.0
65,,20.89,24.34,0.0,445.0,0.0037137507,0.0
66,,21.0,25.1,0.0,584.0,0.0038565837,0.0
67,,20.89,31.89,0.0,1405.0,0.0048747435,0.0
68,,19.79,19.2,0.0,440.0,0.002732733,0.0
69,,22.0,38.03,444.0,1850.0,0.006235857,1.0
70,,20.89,24.7,0.0,578.0,0.0037690117,0.0
71,,19.89,30.39,0.0,719.0,0.004363676,0.0
72,,20.5,22.7,0.0,609.0,0.0033794832,0.0
73,,19.5,26.79,0.0,473.66666,0.0037510511,0.0
74,,22.39,27.2,575.0,1050.5,0.0045550293,0.0
75,,22.125,21.7475,499.0,922.0,0.0035780608,1.0
76,,23.4725,27.525,610.0,570.0,0.0049246815,1.0
77,,20.79,34.433334,67.666664,510.33334,0.005234226,0.0
78,,20.5,22.39,0.0,432.66666,0.0033330845,0.0
79,,21.29,27.7,0.0,567.5,0.00433585,0.0
80,,20.89,30.39,0.0,1191.0,0.00464374,0.0
81,,20.1,32.9,0.0,555.0,0.0047891927,0.0
82,,20.29,18.7,0.0,439.0,0.0027453215,0.0
83,,21.5,32.626667,454.66666,1131.6666,0.0051801368,1.0
84,,22.29,25.945,484.0,809.5,0.0043168673,1.0
85,,20.6,24.34,0.0,461.5,0.0036476234,0.0
86,,20.6,24.2,0.0,468.0,0.0036265205,0.0
87,,21.7,29.823334,441.0,933.3333,0.0047903717,1.0
88,,19.945,36.5,6.0,501.5,0.005266484,0.0
89,,21.6,21.0225,499.0,840.0,0.0033484276,1.0
90,,20.7,24.5,0.0,468.25,0.003694578,0.0
91,,19.6,36.59,0.0,502.0,0.005166825,0.0
92,,20.5,31.5,0.0,513.0,0.0046994896,0.0
93,,20.89,25.5,0.0,573.5,0.003891849,0.0
94,,20.5,32.79,0.0,677.0,0.0048934594,0.0
95,,23.633333,25.89,629.6667,537.6667,0.004675417,1.0
96,,20.2,32.9,0.0,452.0,0.0048191464,0.0
97,,21.7,20.6,489.0,846.0,0.0033010116,1.0
98,,22.873333,27.683332,439.0,1064.1666,0.0047756843,1.0
99,,23.54,27.81,474.4,1028.0,0.004996538,1.0
100,,21.445,34.145,0.0,1480.5,0.0054049087,0.0
101,,23.1,17.2,291.0,444.0,0.0029996643,0.0
102,,19.39,27.5,0.0,429.0,0.0038246536,0.0
103,,20.0,25.0,0.0,442.0,0.003609935,0.0
104,,19.39,27.39,0.0,450.0,0.0038092611,0.0
105,,23.025,29.9175,469.0,1246.0,0.0052123507,1.0
106,,22.1,27.6,429.0,599.5,0.0045410236,1.0
107,,20.0,35.26,0.0,534.3333,0.005103608,0.0
108,,20.89,23.445,0.0,446.0,0.0035764084,0.0
109,,20.5,36.0,362.5,518.0,0.0053766486,0.0
110,,19.2,30.7,25.25,429.0,0.0042221555,0.0
111,,20.39,24.29,14.0,822.5,0.0035929494,0.0
112,,20.29,22.89,0.0,435.33334,0.0033637763,0.0
113,,20.772,24.956,419.0,592.0,0.0037805885,1.0
114,,21.0,29.53,0.0,519.3333,0.0045422185,0.0
115,,20.7,25.0,0.0,491.25,0.0037704345,0.0
116,,20.55,22.29,0.0,693.5,0.0033284246,0.0
117,,21.79,21.7,441.0,910.0,0.0034975577,1.0
118,,19.5,38.5,0.0,504.0,0.0054048956,0.0
119,,22.6,28.6,214.0,626.0,0.0048532984,0.0
120,,20.39,26.89,0.0,863.0,0.003979999,0.0
121,,20.39,18.7,0.0,433.33334,0.0027624106,0.0
122,,20.89,32.09,24.0,685.5,0.0049055573,0.0
123,,20.5,24.323334,407.0,555.1667,0.0036225661,1.0
124,,20.79,26.5,0.0,1261.0,0.004020482,0.0
125,,21.84,34.475,452.75,1257.25,0.005592266,1.0
126,,21.0,24.2,0.0,577.0,0.0037174735,0.0
127,,22.075,26.2675,454.0,1023.25,0.0043136408,1.0
128,,20.89,19.79,433.0,616.6667,0.003016154,1.0
129,,20.0,31.745,0.0,588.0,0.0045910846,0.0
130,,22.5,27.445,0.0,646.0,0.004627429,0.0
131,,21.0,25.25,0.0,577.5,0.0038797748,0.0
132,,20.1,31.89,0.0,513.0,0.0046410714,0.0
133,,20.89,19.65,0.0,562.0,0.0029947143,0.0
134,,20.84,31.89,0.0,1455.0,0.004859652,0.0
135,,21.4175,31.4725,33.5,657.5,0.0049700374,0.0
136,,20.29,21.29,0.0,443.0,0.0031274676,0.0
137,,21.7,18.39,44.0,442.0,0.002945197,0.0
138,,20.79,26.79,0.0,1271.0,0.0040647667,0.0
139,,23.736,26.39,510.0,809.0,0.004796189,1.0
140,,22.075,21.1725,467.75,865.0,0.0034722704,1.0
141,,22.2,27.025,457.75,1127.25,0.0044731074,1.0
142,,20.7,28.495,0.0,489.5,0.004301186,0.0
143,,20.89,22.89,0.0,481.0,0.0034912708,0.0
144,,21.29,25.7,0.0,477.5,0.0040207687,0.0
